epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1480.26,0.58437,0.33865,0.98623,0.97804,0.96999,0.98881,0.8657,0.60589,0.27882,1.00914,0.00071064,0.00071064,0.00071064
184,1490.26,0.56628,0.32728,0.98115,0.98095,0.98105,0.9898,0.86975,0.60213,0.26389,1.002,0.00070844,0.00070844,0.00070844
185,1500.11,0.54841,0.32606,0.97326,0.98495,0.98111,0.98969,0.86476,0.60516,0.26116,1.00402,0.00070624,0.00070624,0.00070624
186,1509.81,0.55316,0.33454,0.97332,0.99329,0.9775,0.99087,0.87304,0.61642,0.24948,1.01558,0.000704041,0.000704041,0.000704041
187,1519.43,0.56538,0.33006,0.98578,0.99002,0.9786,0.9909,0.87508,0.62286,0.25744,1.01339,0.000701841,0.000701841,0.000701841
188,1529,0.55662,0.31209,0.9714,0.98499,0.9759,0.99088,0.87638,0.59699,0.2535,1.00479,0.000699641,0.000699641,0.000699641
189,1538.61,0.55639,0.33001,0.97576,0.9863,0.97697,0.99017,0.86953,0.61164,0.2615,1.01622,0.000697441,0.000697441,0.000697441
190,1548.58,0.57017,0.32353,0.97671,0.99449,0.97639,0.99119,0.8733,0.60967,0.2506,1.00959,0.000695242,0.000695242,0.000695242
191,1558.45,0.56224,0.31541,0.9773,0.98983,0.97907,0.99132,0.87204,0.59619,0.24341,1.00307,0.000693042,0.000693042,0.000693042
192,1568.14,0.56103,0.32903,0.98273,0.98498,0.97082,0.99105,0.86324,0.61604,0.26643,1.01416,0.000690842,0.000690842,0.000690842
193,1577.72,0.55459,0.32914,0.97049,0.97731,0.98076,0.98925,0.86553,0.60301,0.25756,1.0018,0.000688642,0.000688642,0.000688642
194,1587.36,0.52956,0.30182,0.9727,0.98563,0.97319,0.98949,0.85841,0.62487,0.27581,1.02548,0.000686442,0.000686442,0.000686442
195,1597.05,0.54516,0.31562,0.97121,0.99454,0.97692,0.9904,0.87161,0.59797,0.2498,1.01337,0.000684243,0.000684243,0.000684243
196,1606.86,0.55877,0.32704,0.97648,0.97581,0.97342,0.98765,0.87089,0.59507,0.27526,1.0083,0.000682043,0.000682043,0.000682043
197,1616.65,0.55152,0.31871,0.96662,0.98456,0.98227,0.99058,0.86324,0.63908,0.26781,1.03635,0.000679843,0.000679843,0.000679843
198,1626.48,0.5455,0.32197,0.96553,0.97379,0.97892,0.98923,0.86946,0.6005,0.27731,1.00733,0.000677643,0.000677643,0.000677643
199,1636.29,0.55655,0.32046,0.97258,0.9697,0.97296,0.98726,0.86919,0.59899,0.27945,1.00567,0.000675444,0.000675444,0.000675444
200,1645.95,0.55758,0.31871,0.97335,0.99284,0.97136,0.98853,0.86564,0.60856,0.25573,1.01453,0.000673244,0.000673244,0.000673244
201,1655.77,0.55119,0.31342,0.9719,0.9838,0.97048,0.98971,0.87195,0.60673,0.27231,1.01061,0.000671044,0.000671044,0.000671044
202,1665.68,0.55611,0.33201,0.97831,0.97899,0.9618,0.98966,0.87137,0.60986,0.28236,1.01765,0.000668844,0.000668844,0.000668844
203,1675.61,0.55272,0.31861,0.97386,0.98001,0.96102,0.98909,0.86511,0.61607,0.29706,1.01907,0.000666644,0.000666644,0.000666644
204,1685.44,0.54926,0.32242,0.96615,0.97644,0.97327,0.98726,0.86116,0.62665,0.30305,1.03068,0.000664445,0.000664445,0.000664445
205,1695.08,0.55966,0.32598,0.97629,0.98648,0.97483,0.991,0.86892,0.61318,0.27324,1.00388,0.000662245,0.000662245,0.000662245
206,1704.64,0.54503,0.31746,0.96549,0.97007,0.96699,0.98974,0.87105,0.59976,0.27754,1.00343,0.000660045,0.000660045,0.000660045
207,1714.3,0.56688,0.33056,0.98372,0.98082,0.97228,0.98928,0.85825,0.62319,0.27616,1.02437,0.000657845,0.000657845,0.000657845
208,1724.23,0.55384,0.32511,0.96879,0.97662,0.9783,0.98991,0.86771,0.62164,0.28899,1.01759,0.000655646,0.000655646,0.000655646
209,1734.21,0.55378,0.322,0.97599,0.97102,0.97502,0.9911,0.87045,0.60687,0.29016,1.00419,0.000653446,0.000653446,0.000653446
210,1744.05,0.53563,0.30912,0.96143,0.97002,0.97482,0.98897,0.86408,0.60879,0.28132,1.01174,0.000651246,0.000651246,0.000651246
211,1753.72,0.51719,0.30759,0.95997,0.96836,0.97653,0.98739,0.86578,0.60819,0.27537,1.0103,0.000649046,0.000649046,0.000649046
212,1763.42,0.5444,0.30861,0.97306,0.97195,0.97826,0.98961,0.86602,0.60881,0.28629,1.00663,0.000646846,0.000646846,0.000646846
213,1773.1,0.54655,0.30682,0.96653,0.97324,0.98262,0.98979,0.86301,0.61479,0.27528,1.01841,0.000644647,0.000644647,0.000644647
214,1782.78,0.55182,0.30897,0.97153,0.97569,0.97296,0.98898,0.8586,0.61479,0.27447,1.01857,0.000642447,0.000642447,0.000642447
215,1792.54,0.53477,0.3079,0.96158,0.96724,0.96463,0.98057,0.85805,0.61781,0.30224,1.01523,0.000640247,0.000640247,0.000640247
216,1802.78,0.53564,0.30286,0.96387,0.98876,0.96797,0.98947,0.87112,0.60305,0.25493,1.00847,0.000638047,0.000638047,0.000638047
217,1812.67,0.53732,0.3189,0.97468,0.97504,0.96688,0.9869,0.86008,0.62108,0.28441,1.02574,0.000635848,0.000635848,0.000635848
218,1822.35,0.52993,0.30985,0.96141,0.97987,0.97618,0.98769,0.86262,0.62357,0.26773,1.02466,0.000633648,0.000633648,0.000633648
219,1832.05,0.52471,0.30124,0.96152,0.98733,0.96936,0.98954,0.8665,0.60903,0.26287,1.00903,0.000631448,0.000631448,0.000631448
220,1841.69,0.52925,0.3024,0.96685,0.96861,0.96951,0.98899,0.86509,0.6099,0.2952,1.00293,0.000629248,0.000629248,0.000629248
221,1851.46,0.53136,0.31819,0.95954,0.98103,0.97427,0.98923,0.86949,0.59958,0.28393,0.99885,0.000627048,0.000627048,0.000627048
222,1861.38,0.53029,0.29336,0.95976,0.97919,0.9829,0.98869,0.85849,0.63256,0.27849,1.03205,0.000624849,0.000624849,0.000624849
223,1871.18,0.52274,0.32339,0.96399,0.96958,0.98391,0.98825,0.86205,0.61184,0.27955,1.02064,0.000622649,0.000622649,0.000622649
224,1880.9,0.5297,0.31331,0.96701,0.97781,0.97402,0.98828,0.85664,0.62003,0.27373,1.02866,0.000620449,0.000620449,0.000620449
225,1890.65,0.54132,0.32901,0.96849,0.96874,0.97798,0.985,0.86538,0.61893,0.2753,1.03216,0.000618249,0.000618249,0.000618249
226,1900.41,0.54565,0.31146,0.96815,0.97859,0.96493,0.98984,0.86206,0.61878,0.28073,1.02382,0.000616049,0.000616049,0.000616049
227,1910.14,0.52081,0.29771,0.9629,0.97067,0.97074,0.98915,0.8662,0.61968,0.29424,1.02378,0.00061385,0.00061385,0.00061385
228,1919.96,0.5198,0.29677,0.96028,0.9724,0.97395,0.98265,0.85755,0.63003,0.30037,1.04248,0.00061165,0.00061165,0.00061165
229,1929.72,0.52375,0.31242,0.96202,0.97306,0.96783,0.98712,0.86454,0.61645,0.29499,1.02031,0.00060945,0.00060945,0.00060945
230,1939.36,0.52351,0.29966,0.96675,0.97064,0.9677,0.98526,0.86326,0.61284,0.28683,1.01527,0.00060725,0.00060725,0.00060725
231,1949.03,0.51777,0.29711,0.95931,0.98204,0.98019,0.98703,0.86271,0.61918,0.25506,1.02407,0.000605051,0.000605051,0.000605051
232,1958.52,0.52086,0.29783,0.96119,0.99077,0.97916,0.98894,0.87187,0.60372,0.23496,1.02013,0.000602851,0.000602851,0.000602851
233,1968.43,0.51877,0.29404,0.95892,0.98337,0.97425,0.98871,0.86438,0.61215,0.2549,1.02013,0.000600651,0.000600651,0.000600651
234,1978.34,0.51674,0.30357,0.96767,0.97208,0.97073,0.98791,0.85656,0.6217,0.28032,1.03228,0.000598451,0.000598451,0.000598451
235,1988.35,0.51961,0.30242,0.96531,0.98332,0.97235,0.98918,0.86909,0.60938,0.25235,1.02033,0.000596251,0.000596251,0.000596251
236,1998.17,0.51197,0.2979,0.96012,0.98222,0.9676,0.99018,0.86563,0.60807,0.26057,1.01963,0.000594052,0.000594052,0.000594052
237,2007.89,0.51185,0.28845,0.96006,0.9795,0.98002,0.98539,0.86081,0.62176,0.274,1.03475,0.000591852,0.000591852,0.000591852
238,2017.58,0.50884,0.29083,0.95858,0.98271,0.97334,0.98516,0.86665,0.61651,0.27385,1.0277,0.000589652,0.000589652,0.000589652
239,2027.14,0.51862,0.29888,0.96026,0.98271,0.97089,0.98683,0.86882,0.60507,0.26776,1.01856,0.000587452,0.000587452,0.000587452
240,2037.1,0.51329,0.30123,0.95833,0.98226,0.97522,0.98844,0.86237,0.62152,0.27276,1.02547,0.000585253,0.000585253,0.000585253
241,2047.14,0.52569,0.30327,0.96697,0.98188,0.96544,0.98924,0.86932,0.6152,0.26045,1.01388,0.000583053,0.000583053,0.000583053
242,2056.97,0.50656,0.30239,0.95365,0.98988,0.96892,0.99147,0.86703,0.60734,0.25249,1.00766,0.000580853,0.000580853,0.000580853
243,2066.76,0.50268,0.28927,0.95833,0.97714,0.97584,0.98822,0.87333,0.61034,0.27119,1.00858,0.000578653,0.000578653,0.000578653
244,2076.49,0.52581,0.29032,0.96557,0.97583,0.97856,0.99005,0.87067,0.61731,0.26822,1.014,0.000576453,0.000576453,0.000576453
245,2086.13,0.49339,0.29104,0.95474,0.97224,0.98423,0.98914,0.86603,0.62969,0.25912,1.02482,0.000574254,0.000574254,0.000574254
246,2095.98,0.50777,0.29224,0.94829,0.9888,0.98491,0.98906,0.86964,0.61025,0.24378,1.02215,0.000572054,0.000572054,0.000572054
247,2105.74,0.50715,0.29729,0.95298,0.98429,0.98097,0.99008,0.873,0.59471,0.24629,1.00198,0.000569854,0.000569854,0.000569854
248,2115.45,0.50316,0.29182,0.95624,0.99511,0.98018,0.9907,0.87231,0.6039,0.23995,1.00524,0.000567654,0.000567654,0.000567654
249,2125.25,0.51213,0.29008,0.95763,0.99138,0.9869,0.99073,0.8711,0.60844,0.24249,1.0123,0.000565455,0.000565455,0.000565455
250,2134.89,0.51708,0.30453,0.96184,0.98586,0.97436,0.98903,0.87047,0.60038,0.26987,1.01996,0.000563255,0.000563255,0.000563255
251,2144.58,0.4966,0.28454,0.95025,0.98969,0.97981,0.9901,0.87351,0.59773,0.24404,1.00811,0.000561055,0.000561055,0.000561055
252,2154.33,0.49952,0.28621,0.95354,0.98828,0.96617,0.98947,0.87223,0.60201,0.25941,1.01492,0.000558855,0.000558855,0.000558855
253,2164.1,0.50755,0.29508,0.96588,0.9789,0.97338,0.98857,0.87064,0.60898,0.27033,1.017,0.000556655,0.000556655,0.000556655
254,2173.87,0.48872,0.28551,0.94955,0.98975,0.98138,0.99105,0.87333,0.60489,0.24901,1.01822,0.000554456,0.000554456,0.000554456
255,2183.48,0.50957,0.30228,0.96187,0.99424,0.98502,0.99094,0.87282,0.60877,0.23846,1.0125,0.000552256,0.000552256,0.000552256
256,2193.06,0.49615,0.28868,0.95129,0.97982,0.97813,0.98924,0.87162,0.60382,0.25453,1.00457,0.000550056,0.000550056,0.000550056
257,2202.67,0.50827,0.2845,0.95654,0.98496,0.98239,0.99018,0.87184,0.59624,0.2505,1.00278,0.000547856,0.000547856,0.000547856
258,2212.59,0.50638,0.28805,0.95219,0.97176,0.97862,0.98887,0.87309,0.60493,0.27087,1.01103,0.000545657,0.000545657,0.000545657
259,2222.52,0.50899,0.30826,0.95396,0.98555,0.9754,0.98888,0.86879,0.6111,0.27317,1.01178,0.000543457,0.000543457,0.000543457
260,2232.5,0.48468,0.28033,0.94565,0.98927,0.97522,0.98677,0.86118,0.61188,0.25858,1.02656,0.000541257,0.000541257,0.000541257
261,2242.27,0.49596,0.28442,0.95201,0.97633,0.96949,0.98775,0.86615,0.61293,0.29087,1.02114,0.000539057,0.000539057,0.000539057
262,2251.9,0.4865,0.27609,0.94315,0.98988,0.96986,0.99041,0.87063,0.61287,0.26224,1.02429,0.000536857,0.000536857,0.000536857
263,2261.55,0.48568,0.2676,0.94943,0.99383,0.9796,0.98933,0.87323,0.60804,0.25062,1.02193,0.000534658,0.000534658,0.000534658
264,2271.23,0.47173,0.26702,0.94573,0.98168,0.98287,0.98852,0.87294,0.60144,0.25494,1.01628,0.000532458,0.000532458,0.000532458
265,2281.02,0.50691,0.29622,0.96061,0.98211,0.98026,0.98815,0.86695,0.60091,0.25036,1.01429,0.000530258,0.000530258,0.000530258
266,2291.03,0.48762,0.28248,0.94424,0.98391,0.97819,0.98933,0.8674,0.60657,0.26282,1.02385,0.000528058,0.000528058,0.000528058
267,2300.67,0.48739,0.28717,0.94999,0.98328,0.96419,0.98982,0.86876,0.60949,0.27245,1.0256,0.000525859,0.000525859,0.000525859
268,2310.31,0.48632,0.27367,0.94275,0.97427,0.98374,0.98938,0.87039,0.62077,0.26235,1.02954,0.000523659,0.000523659,0.000523659
269,2319.89,0.49003,0.27578,0.95034,0.98373,0.98094,0.9899,0.86644,0.61231,0.24995,1.02759,0.000521459,0.000521459,0.000521459
270,2329.56,0.49094,0.28963,0.95215,0.98845,0.97027,0.98964,0.86654,0.61413,0.25447,1.02407,0.000519259,0.000519259,0.000519259
271,2339.36,0.49246,0.27378,0.94995,0.98642,0.97545,0.98864,0.86688,0.62698,0.26697,1.02338,0.000517059,0.000517059,0.000517059
272,2349.05,0.47149,0.26678,0.94249,0.98408,0.96985,0.98906,0.86367,0.6134,0.25894,1.02396,0.00051486,0.00051486,0.00051486
273,2358.83,0.47915,0.27928,0.94822,0.98087,0.97585,0.98786,0.86267,0.60975,0.26377,1.0202,0.00051266,0.00051266,0.00051266
274,2368.69,0.4905,0.27875,0.94823,0.98615,0.98075,0.98864,0.86414,0.61517,0.24949,1.01848,0.00051046,0.00051046,0.00051046
275,2378.3,0.48963,0.27346,0.94758,0.98506,0.97559,0.98939,0.86602,0.61759,0.25892,1.03017,0.00050826,0.00050826,0.00050826
276,2387.98,0.48712,0.28139,0.94913,0.98439,0.98469,0.99006,0.87054,0.60791,0.23548,1.01864,0.00050606,0.00050606,0.00050606
277,2397.77,0.48285,0.27299,0.94391,0.98441,0.9686,0.98736,0.86172,0.61515,0.26012,1.0211,0.000503861,0.000503861,0.000503861
278,2407.68,0.48166,0.27659,0.95268,0.99391,0.97499,0.98784,0.86203,0.62278,0.25227,1.02935,0.000501661,0.000501661,0.000501661
279,2417.49,0.48191,0.27729,0.94708,0.98763,0.97855,0.9872,0.85923,0.61563,0.25611,1.02434,0.000499461,0.000499461,0.000499461
280,2427.1,0.48551,0.28411,0.95252,0.98146,0.9845,0.98798,0.86334,0.61809,0.25428,1.02759,0.000497261,0.000497261,0.000497261
281,2436.67,0.46658,0.28103,0.93882,0.96855,0.9751,0.98601,0.85918,0.62503,0.28197,1.03205,0.000495062,0.000495062,0.000495062
282,2446.3,0.48541,0.28657,0.95245,0.98653,0.97582,0.98513,0.85626,0.61699,0.25287,1.02552,0.000492862,0.000492862,0.000492862
283,2456.29,0.45224,0.27072,0.93448,0.98038,0.98203,0.98989,0.8703,0.61737,0.24674,1.03021,0.000490662,0.000490662,0.000490662
284,2466.13,0.47082,0.2682,0.94021,0.98785,0.97202,0.98432,0.8652,0.61493,0.26911,1.02731,0.000488462,0.000488462,0.000488462
285,2476.02,0.47122,0.27837,0.94404,0.98774,0.97394,0.98916,0.87031,0.6173,0.25926,1.02835,0.000486262,0.000486262,0.000486262
286,2485.72,0.47503,0.26629,0.94649,0.98046,0.97304,0.98858,0.86335,0.62085,0.27713,1.02992,0.000484063,0.000484063,0.000484063
287,2495.28,0.46318,0.26192,0.94687,0.9804,0.97445,0.98784,0.86154,0.62255,0.27747,1.03567,0.000481863,0.000481863,0.000481863
288,2504.92,0.47021,0.2733,0.94542,0.97726,0.97404,0.99031,0.86837,0.61027,0.26885,1.0238,0.000479663,0.000479663,0.000479663
289,2514.58,0.45255,0.26774,0.93076,0.98741,0.96632,0.9908,0.87052,0.60031,0.25597,1.01877,0.000477463,0.000477463,0.000477463
290,2524.43,0.4676,0.27303,0.94197,0.98753,0.97469,0.99047,0.86666,0.61442,0.25407,1.02302,0.000475264,0.000475264,0.000475264
291,2534.29,0.48079,0.28432,0.94284,0.98756,0.97122,0.98913,0.8691,0.61614,0.26371,1.02829,0.000473064,0.000473064,0.000473064
292,2544.04,0.45421,0.27165,0.93785,0.97659,0.9753,0.98954,0.86809,0.62429,0.25615,1.03644,0.000470864,0.000470864,0.000470864
293,2553.58,0.47289,0.26976,0.94356,0.97984,0.97884,0.98828,0.86354,0.63317,0.26253,1.04656,0.000468664,0.000468664,0.000468664
294,2563.13,0.46656,0.26886,0.93767,0.98886,0.97359,0.98785,0.8632,0.63145,0.25549,1.05321,0.000466464,0.000466464,0.000466464
295,2572.7,0.47891,0.27451,0.94856,0.98181,0.97502,0.98778,0.86165,0.62896,0.27046,1.04399,0.000464265,0.000464265,0.000464265
296,2582.51,0.4607,0.2676,0.9392,0.9799,0.9791,0.98546,0.86171,0.61562,0.26615,1.0295,0.000462065,0.000462065,0.000462065
297,2592.26,0.46805,0.26562,0.94308,0.97492,0.97957,0.98558,0.86396,0.61723,0.26447,1.03536,0.000459865,0.000459865,0.000459865
298,2602.01,0.4637,0.26022,0.94045,0.9831,0.98291,0.98841,0.86021,0.62214,0.25606,1.04401,0.000457665,0.000457665,0.000457665
299,2611.63,0.46584,0.27373,0.94062,0.97496,0.97659,0.98758,0.86927,0.60939,0.26439,1.03052,0.000455466,0.000455466,0.000455466
300,2621.39,0.48087,0.27184,0.95059,0.97808,0.96789,0.98779,0.86517,0.6164,0.28892,1.02777,0.000453266,0.000453266,0.000453266
301,2631.12,0.46806,0.27199,0.94231,0.9755,0.96387,0.98588,0.86382,0.61426,0.28165,1.0224,0.000451066,0.000451066,0.000451066
302,2640.95,0.46704,0.27423,0.94232,0.97988,0.97325,0.98924,0.86331,0.62686,0.26341,1.04296,0.000448866,0.000448866,0.000448866
303,2650.78,0.45619,0.26799,0.93488,0.9791,0.98265,0.98647,0.8664,0.61498,0.25854,1.03715,0.000446666,0.000446666,0.000446666
304,2660.58,0.45299,0.26071,0.93446,0.98454,0.98345,0.98936,0.86799,0.61736,0.24853,1.0356,0.000444467,0.000444467,0.000444467
305,2670.32,0.47341,0.26992,0.94198,0.98626,0.97441,0.99035,0.87003,0.61181,0.25243,1.02542,0.000442267,0.000442267,0.000442267
306,2679.87,0.45751,0.26157,0.94207,0.97665,0.97695,0.98806,0.86404,0.62318,0.26773,1.03677,0.000440067,0.000440067,0.000440067
307,2689.44,0.4672,0.27903,0.94297,0.98469,0.97843,0.98862,0.86383,0.62811,0.25474,1.03716,0.000437867,0.000437867,0.000437867
308,2699.34,0.46278,0.26486,0.95279,0.9889,0.96412,0.98994,0.86886,0.62351,0.25726,1.03649,0.000435668,0.000435668,0.000435668
309,2709.2,0.47988,0.27488,0.95124,0.97176,0.98478,0.98995,0.8661,0.61343,0.24599,1.03097,0.000433468,0.000433468,0.000433468
310,2718.94,0.44375,0.25851,0.92828,0.98508,0.9842,0.9908,0.87052,0.62091,0.24239,1.03697,0.000431268,0.000431268,0.000431268
311,2728.59,0.44569,0.24786,0.92862,0.97769,0.97777,0.98928,0.86572,0.61701,0.26179,1.03211,0.000429068,0.000429068,0.000429068
312,2738.12,0.44738,0.25348,0.93367,0.9811,0.96763,0.98926,0.86941,0.61067,0.26737,1.02795,0.000426868,0.000426868,0.000426868
313,2747.66,0.44224,0.25648,0.93111,0.97788,0.96868,0.98931,0.86756,0.61019,0.26245,1.02433,0.000424669,0.000424669,0.000424669
314,2757.25,0.44535,0.25351,0.93675,0.97144,0.97825,0.98934,0.8689,0.60333,0.25919,1.02726,0.000422469,0.000422469,0.000422469
315,2767,0.45567,0.2623,0.9413,0.97758,0.97063,0.99009,0.86458,0.6197,0.26775,1.03809,0.000420269,0.000420269,0.000420269
316,2777.03,0.4476,0.2562,0.93449,0.97754,0.97489,0.98725,0.86759,0.61716,0.2632,1.03205,0.000418069,0.000418069,0.000418069
317,2786.86,0.43538,0.24706,0.92537,0.98382,0.96328,0.98926,0.86419,0.62364,0.26113,1.03937,0.00041587,0.00041587,0.00041587
318,2796.61,0.45222,0.25944,0.93457,0.98301,0.97333,0.98975,0.86864,0.62423,0.25522,1.03901,0.00041367,0.00041367,0.00041367
319,2806.27,0.43869,0.25153,0.93341,0.98248,0.97131,0.98972,0.87017,0.62082,0.2503,1.041,0.00041147,0.00041147,0.00041147
320,2815.9,0.45028,0.25964,0.93711,0.98484,0.97107,0.99041,0.87131,0.61544,0.24953,1.0318,0.00040927,0.00040927,0.00040927
321,2825.62,0.44408,0.26641,0.92865,0.97232,0.96823,0.9882,0.86865,0.62661,0.28045,1.04545,0.00040707,0.00040707,0.00040707
322,2835.45,0.44991,0.25797,0.93228,0.97664,0.97142,0.98967,0.86782,0.61376,0.26937,1.03269,0.000404871,0.000404871,0.000404871
323,2845.39,0.45203,0.25374,0.93054,0.97679,0.9756,0.98723,0.86414,0.61577,0.27316,1.03069,0.000402671,0.000402671,0.000402671
324,2855.16,0.43312,0.24298,0.92248,0.97544,0.97676,0.98971,0.87022,0.61473,0.26123,1.02959,0.000400471,0.000400471,0.000400471
325,2864.87,0.44454,0.24862,0.92814,0.98456,0.96907,0.99048,0.86789,0.61645,0.26662,1.04066,0.000398271,0.000398271,0.000398271
326,2874.53,0.44741,0.25039,0.934,0.97597,0.96866,0.98986,0.86092,0.61894,0.26909,1.04331,0.000396071,0.000396071,0.000396071
327,2884.27,0.44154,0.25481,0.93319,0.97977,0.96442,0.98919,0.86971,0.61715,0.26862,1.03643,0.000393872,0.000393872,0.000393872
328,2894.18,0.45407,0.26524,0.93691,0.98522,0.96429,0.98824,0.86665,0.62299,0.27034,1.03756,0.000391672,0.000391672,0.000391672
329,2904.04,0.45087,0.25646,0.94333,0.97723,0.97704,0.98904,0.86295,0.61698,0.2652,1.03324,0.000389472,0.000389472,0.000389472
330,2913.68,0.44176,0.26041,0.93144,0.9716,0.97908,0.98817,0.86856,0.61103,0.26504,1.03544,0.000387272,0.000387272,0.000387272
331,2923.33,0.44742,0.26004,0.93695,0.98038,0.97355,0.98791,0.86508,0.6107,0.26706,1.0326,0.000385073,0.000385073,0.000385073
332,2933.15,0.43193,0.24631,0.92487,0.98167,0.97442,0.98817,0.87155,0.60736,0.25684,1.03086,0.000382873,0.000382873,0.000382873
333,2942.87,0.43035,0.24496,0.92815,0.98016,0.96918,0.98015,0.86155,0.61789,0.27667,1.04245,0.000380673,0.000380673,0.000380673
334,2952.72,0.44366,0.25139,0.93772,0.97135,0.98226,0.98552,0.86172,0.61586,0.2696,1.04651,0.000378473,0.000378473,0.000378473
335,2962.45,0.43321,0.24223,0.92827,0.98414,0.96931,0.98907,0.86462,0.6222,0.26742,1.04241,0.000376273,0.000376273,0.000376273
336,2972.13,0.44463,0.25742,0.93004,0.9824,0.96921,0.98914,0.8635,0.62562,0.26598,1.04541,0.000374074,0.000374074,0.000374074
337,2981.73,0.44506,0.25253,0.93473,0.97978,0.97368,0.97708,0.85508,0.6225,0.27157,1.04373,0.000371874,0.000371874,0.000371874
338,2991.39,0.43936,0.24947,0.93731,0.98189,0.97859,0.9877,0.85938,0.63085,0.26683,1.04461,0.000369674,0.000369674,0.000369674
339,3000.98,0.43724,0.25898,0.93638,0.98222,0.98149,0.9886,0.86398,0.63184,0.26521,1.04918,0.000367474,0.000367474,0.000367474
340,3010.96,0.4525,0.25484,0.93649,0.98809,0.97,0.98799,0.8633,0.62116,0.25186,1.04076,0.000365275,0.000365275,0.000365275
341,3020.81,0.41982,0.24717,0.92905,0.98802,0.98583,0.98893,0.86902,0.61861,0.23681,1.03812,0.000363075,0.000363075,0.000363075
342,3030.62,0.4368,0.2448,0.92819,0.98247,0.98292,0.99081,0.87039,0.61999,0.24996,1.03392,0.000360875,0.000360875,0.000360875
343,3040.4,0.42952,0.24688,0.92871,0.98654,0.97172,0.99038,0.87018,0.61487,0.25713,1.03069,0.000358675,0.000358675,0.000358675
344,3050.22,0.44027,0.25146,0.92961,0.98886,0.98278,0.98895,0.86625,0.61362,0.24655,1.03067,0.000356475,0.000356475,0.000356475
345,3059.88,0.43409,0.25276,0.92746,0.98219,0.97344,0.98904,0.86935,0.61215,0.25134,1.03094,0.000354276,0.000354276,0.000354276
346,3069.69,0.41509,0.23717,0.92633,0.96963,0.98329,0.98873,0.86879,0.61667,0.2571,1.04196,0.000352076,0.000352076,0.000352076
347,3079.45,0.43801,0.24229,0.93478,0.98679,0.96802,0.98784,0.86729,0.61662,0.25094,1.04528,0.000349876,0.000349876,0.000349876
348,3089.22,0.43461,0.25034,0.93026,0.99224,0.9674,0.98676,0.86362,0.62078,0.25275,1.05148,0.000347676,0.000347676,0.000347676
349,3098.85,0.42564,0.24026,0.9223,0.98446,0.97069,0.98724,0.86202,0.61795,0.26959,1.04013,0.000345477,0.000345477,0.000345477
350,3108.42,0.41557,0.23366,0.91847,0.98493,0.97372,0.98714,0.86696,0.61377,0.26867,1.03866,0.000343277,0.000343277,0.000343277
351,3117.97,0.42182,0.23584,0.92075,0.97659,0.97354,0.98606,0.86884,0.60848,0.27373,1.03941,0.000341077,0.000341077,0.000341077
352,3127.67,0.42057,0.24379,0.922,0.9807,0.96979,0.98587,0.86521,0.61373,0.26663,1.04411,0.000338877,0.000338877,0.000338877
353,3137.38,0.43582,0.25296,0.93246,0.98549,0.96738,0.98899,0.86741,0.6133,0.26248,1.04276,0.000336677,0.000336677,0.000336677
354,3147.23,0.42304,0.24683,0.92791,0.98532,0.97102,0.98761,0.87071,0.61233,0.26549,1.03502,0.000334478,0.000334478,0.000334478
355,3156.85,0.41761,0.23684,0.92723,0.98677,0.97346,0.98821,0.87263,0.61569,0.2645,1.03648,0.000332278,0.000332278,0.000332278
356,3166.4,0.41364,0.23584,0.91435,0.98911,0.97017,0.9867,0.86889,0.61404,0.26184,1.0354,0.000330078,0.000330078,0.000330078
357,3176.26,0.42111,0.24201,0.93163,0.98498,0.9822,0.98944,0.87368,0.61187,0.25347,1.03526,0.000327878,0.000327878,0.000327878
358,3186.07,0.43491,0.25304,0.93127,0.98462,0.97461,0.98755,0.87154,0.6187,0.26986,1.04014,0.000325679,0.000325679,0.000325679
359,3196.05,0.41638,0.24123,0.92369,0.96688,0.97202,0.98753,0.8687,0.62043,0.28122,1.03734,0.000323479,0.000323479,0.000323479
360,3205.86,0.41525,0.23721,0.92612,0.97976,0.96572,0.98961,0.87377,0.61713,0.2658,1.04452,0.000321279,0.000321279,0.000321279
361,3215.7,0.42151,0.24102,0.92499,0.97571,0.97386,0.98751,0.87391,0.6104,0.26048,1.0373,0.000319079,0.000319079,0.000319079
362,3225.47,0.41344,0.24077,0.92184,0.98415,0.96711,0.98849,0.87151,0.61334,0.25994,1.04359,0.000316879,0.000316879,0.000316879
363,3235.02,0.42029,0.24674,0.92698,0.98478,0.96799,0.98986,0.87076,0.60996,0.26194,1.03725,0.00031468,0.00031468,0.00031468
364,3244.69,0.39954,0.23084,0.91299,0.97439,0.98431,0.98751,0.87114,0.60615,0.258,1.03429,0.00031248,0.00031248,0.00031248
365,3254.42,0.41684,0.2415,0.92977,0.97124,0.97868,0.98884,0.8759,0.60151,0.25638,1.0359,0.00031028,0.00031028,0.00031028
366,3264.38,0.42278,0.2356,0.9252,0.97293,0.98226,0.98877,0.87056,0.61283,0.25548,1.03949,0.00030808,0.00030808,0.00030808
367,3274.11,0.41607,0.2481,0.92217,0.98822,0.97362,0.98915,0.87369,0.61161,0.24684,1.03579,0.000305881,0.000305881,0.000305881
