epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,1417.59,0.60069,0.37269,1.09513,0.98012,0.98224,0.98758,0.85626,0.61945,0.28997,1.1099,0.000798631,0.000798631,0.000798631
144,1427.52,0.58767,0.34778,1.08934,0.97608,0.97345,0.984,0.84107,0.66149,0.31203,1.15377,0.000796431,0.000796431,0.000796431
145,1437.45,0.59951,0.37343,1.10176,0.98534,0.98547,0.98875,0.86369,0.6118,0.27615,1.09554,0.000794232,0.000794232,0.000794232
146,1447.07,0.58597,0.37665,1.08137,0.96,0.9595,0.98189,0.84241,0.64514,0.34219,1.11982,0.000792032,0.000792032,0.000792032
147,1456.62,0.56991,0.37571,1.08277,0.97529,0.94693,0.98864,0.85122,0.62378,0.31994,1.09846,0.000789832,0.000789832,0.000789832
148,1466.29,0.5717,0.35189,1.07689,0.94402,0.92574,0.9797,0.80152,0.70981,0.41518,1.20951,0.000787632,0.000787632,0.000787632
149,1476.12,0.58402,0.3725,1.08447,0.97605,0.98015,0.9846,0.85491,0.62958,0.30781,1.1162,0.000785433,0.000785433,0.000785433
150,1486.12,0.56578,0.35237,1.06603,0.9557,0.95402,0.97975,0.81855,0.70916,0.38176,1.20386,0.000783233,0.000783233,0.000783233
151,1496.04,0.5896,0.36953,1.10036,0.98666,0.97108,0.98702,0.84997,0.64638,0.29453,1.13759,0.000781033,0.000781033,0.000781033
152,1505.76,0.58534,0.35545,1.09464,0.98435,0.98922,0.99076,0.85992,0.64076,0.27357,1.13206,0.000778833,0.000778833,0.000778833
153,1515.41,0.59767,0.37159,1.09573,0.94181,0.97397,0.98793,0.85577,0.6275,0.3322,1.10514,0.000776633,0.000776633,0.000776633
154,1525.09,0.5859,0.38951,1.08557,0.95562,0.96612,0.98367,0.86011,0.62396,0.31545,1.11827,0.000774434,0.000774434,0.000774434
155,1534.78,0.57393,0.36407,1.08216,0.9743,0.9889,0.98971,0.85967,0.63021,0.2773,1.11612,0.000772234,0.000772234,0.000772234
156,1544.53,0.57167,0.35469,1.06759,0.97265,0.96169,0.98721,0.84992,0.66446,0.30677,1.15533,0.000770034,0.000770034,0.000770034
157,1554.68,0.59087,0.38666,1.09619,0.97627,0.97366,0.98758,0.85478,0.65688,0.31284,1.15222,0.000767834,0.000767834,0.000767834
158,1564.65,0.58618,0.37005,1.07998,0.98901,0.97733,0.98999,0.86802,0.61693,0.26582,1.10896,0.000765635,0.000765635,0.000765635
159,1574.36,0.58152,0.35418,1.07349,0.97139,0.96635,0.98729,0.85844,0.61681,0.2997,1.10635,0.000763435,0.000763435,0.000763435
160,1584.04,0.57368,0.34763,1.07557,0.98707,0.97374,0.98553,0.82395,0.68481,0.31598,1.17076,0.000761235,0.000761235,0.000761235
161,1593.68,0.58826,0.34959,1.08612,0.98636,0.97799,0.99061,0.86426,0.62838,0.28347,1.11805,0.000759035,0.000759035,0.000759035
162,1603.45,0.58379,0.35436,1.07387,0.9888,0.98802,0.9905,0.86206,0.63719,0.27291,1.13147,0.000756835,0.000756835,0.000756835
163,1613.38,0.57304,0.36619,1.06441,0.97468,0.98659,0.99035,0.86076,0.6192,0.27253,1.10866,0.000754636,0.000754636,0.000754636
164,1623.16,0.54413,0.35248,1.05758,0.98593,0.97018,0.98818,0.84952,0.64581,0.29405,1.14738,0.000752436,0.000752436,0.000752436
165,1632.81,0.57474,0.33824,1.07156,0.97178,0.98461,0.98546,0.85319,0.62355,0.28419,1.11578,0.000750236,0.000750236,0.000750236
166,1642.56,0.57739,0.36094,1.07168,0.97521,0.96323,0.98828,0.85508,0.62,0.30277,1.11312,0.000748036,0.000748036,0.000748036
167,1652.32,0.56019,0.34126,1.05195,0.98693,0.96816,0.98991,0.86779,0.61824,0.27809,1.11411,0.000745837,0.000745837,0.000745837
168,1662.19,0.56515,0.36529,1.06514,0.97969,0.96921,0.98655,0.84515,0.67353,0.31046,1.16475,0.000743637,0.000743637,0.000743637
169,1671.99,0.57285,0.3666,1.0731,0.98137,0.98127,0.98822,0.83694,0.68788,0.30762,1.17198,0.000741437,0.000741437,0.000741437
170,1681.72,0.57176,0.37136,1.05736,0.9805,0.97783,0.9896,0.86655,0.62477,0.27383,1.12456,0.000739237,0.000739237,0.000739237
171,1691.37,0.58148,0.35326,1.07656,0.98336,0.98092,0.98902,0.86603,0.61517,0.27342,1.12169,0.000737037,0.000737037,0.000737037
172,1701.01,0.56834,0.34995,1.07486,0.98973,0.98781,0.98918,0.86467,0.63479,0.28514,1.12521,0.000734838,0.000734838,0.000734838
173,1710.23,0.55009,0.35844,1.05734,0.99449,0.98807,0.99107,0.86848,0.62847,0.26491,1.13204,0.000732638,0.000732638,0.000732638
174,1720.32,0.54582,0.3344,1.05021,0.99319,0.98576,0.99016,0.86213,0.63023,0.26066,1.12987,0.000730438,0.000730438,0.000730438
175,1730.24,0.58294,0.36061,1.08031,0.98897,0.98652,0.98908,0.8612,0.64015,0.27575,1.12634,0.000728238,0.000728238,0.000728238
176,1740.24,0.54841,0.34599,1.0557,0.96768,0.94498,0.98215,0.81435,0.70587,0.35968,1.24948,0.000726038,0.000726038,0.000726038
